"lexeme","lexinfoPos","oliaPos","lemma","forms"
"http://llod.jerteh.rs/id/SMD/le_voditi_63756","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","водити","воде@http://llod.jerteh.rs/id/SMD/fm_vode_4123016|водећи@http://llod.jerteh.rs/id/SMD/fm_vodecxi_4123017|води@http://llod.jerteh.rs/id/SMD/fm_vodi_4123018|водиће@http://llod.jerteh.rs/id/SMD/fm_vodicxe_4123019|водићемо@http://llod.jerteh.rs/id/SMD/fm_vodicxemo_4123020|водићеш@http://llod.jerteh.rs/id/SMD/fm_vodicxesx_4123021|водићете@http://llod.jerteh.rs/id/SMD/fm_vodicxete_4123022|водићу@http://llod.jerteh.rs/id/SMD/fm_vodicxu_4123023|водих@http://llod.jerteh.rs/id/SMD/fm_vodih_4123024|водила@http://llod.jerteh.rs/id/SMD/fm_vodila_4123025|водиле@http://llod.jerteh.rs/id/SMD/fm_vodile_4123026|водили@http://llod.jerteh.rs/id/SMD/fm_vodili_4123027|водило@http://llod.jerteh.rs/id/SMD/fm_vodilo_4123028|водим@http://llod.jerteh.rs/id/SMD/fm_vodim_4123029|водимо@http://llod.jerteh.rs/id/SMD/fm_vodimo_4123030|водио@http://llod.jerteh.rs/id/SMD/fm_vodio_4123031|водисмо@http://llod.jerteh.rs/id/SMD/fm_vodismo_4123032|водисте@http://llod.jerteh.rs/id/SMD/fm_vodiste_4123033|водиш@http://llod.jerteh.rs/id/SMD/fm_vodisx_4123034|водише@http://llod.jerteh.rs/id/SMD/fm_vodisxe_4123035|водите@http://llod.jerteh.rs/id/SMD/fm_vodite_4123036|водити@http://llod.jerteh.rs/id/SMD/fm_voditi_4123037|вођах@http://llod.jerteh.rs/id/SMD/fm_vodxah_4123038|вођаху@http://llod.jerteh.rs/id/SMD/fm_vodxahu_4123039|вођасмо@http://llod.jerteh.rs/id/SMD/fm_vodxasmo_4123040|вођасте@http://llod.jerteh.rs/id/SMD/fm_vodxaste_4123041|вођаше@http://llod.jerteh.rs/id/SMD/fm_vodxasxe_4123042|вођен@http://llod.jerteh.rs/id/SMD/fm_vodxen_4123043|вођена@http://llod.jerteh.rs/id/SMD/fm_vodxena_4123044|вођене@http://llod.jerteh.rs/id/SMD/fm_vodxene_4123045|вођени@http://llod.jerteh.rs/id/SMD/fm_vodxeni_4123046|вођено@http://llod.jerteh.rs/id/SMD/fm_vodxeno_4123047"
"http://llod.jerteh.rs/id/SMD/le_osetiti_235491","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","осетити","осете@http://llod.jerteh.rs/id/SMD/fm_osete_4263741|осети@http://llod.jerteh.rs/id/SMD/fm_oseti_4263742|осетиће@http://llod.jerteh.rs/id/SMD/fm_oseticxe_4263743|осетићемо@http://llod.jerteh.rs/id/SMD/fm_oseticxemo_4263744|осетићеш@http://llod.jerteh.rs/id/SMD/fm_oseticxesx_4263745|осетићете@http://llod.jerteh.rs/id/SMD/fm_oseticxete_4263746|осетићу@http://llod.jerteh.rs/id/SMD/fm_oseticxu_4263747|осетих@http://llod.jerteh.rs/id/SMD/fm_osetih_4263748|осетила@http://llod.jerteh.rs/id/SMD/fm_osetila_4263749|осетиле@http://llod.jerteh.rs/id/SMD/fm_osetile_4263750|осетили@http://llod.jerteh.rs/id/SMD/fm_osetili_4263751|осетило@http://llod.jerteh.rs/id/SMD/fm_osetilo_4263752|осетим@http://llod.jerteh.rs/id/SMD/fm_osetim_4263753|осетимо@http://llod.jerteh.rs/id/SMD/fm_osetimo_4263754|осетио@http://llod.jerteh.rs/id/SMD/fm_osetio_4263755|осетисмо@http://llod.jerteh.rs/id/SMD/fm_osetismo_4263756|осетисте@http://llod.jerteh.rs/id/SMD/fm_osetiste_4263757|осетиш@http://llod.jerteh.rs/id/SMD/fm_osetisx_4263758|осетише@http://llod.jerteh.rs/id/SMD/fm_osetisxe_4263759|осетите@http://llod.jerteh.rs/id/SMD/fm_osetite_4263760|осетити@http://llod.jerteh.rs/id/SMD/fm_osetiti_4263761|осетив@http://llod.jerteh.rs/id/SMD/fm_osetiv_4263762|осетивши@http://llod.jerteh.rs/id/SMD/fm_osetivsxi_4263763"
"http://llod.jerteh.rs/id/SMD/le_vasx_7208","http://www.lexinfo.net/ontology/2.0/lexinfo#pronoun","http://purl.org/olia/olia.owl#Determiner","ваш","ваш@http://llod.jerteh.rs/id/SMD/fm_vasx_4900388|ваша@http://llod.jerteh.rs/id/SMD/fm_vasxa_4900389|ваше@http://llod.jerteh.rs/id/SMD/fm_vasxe_4900390|вашег@http://llod.jerteh.rs/id/SMD/fm_vasxeg_4900391|вашега@http://llod.jerteh.rs/id/SMD/fm_vasxega_4900392|вашем@http://llod.jerteh.rs/id/SMD/fm_vasxem_4900393|вашему@http://llod.jerteh.rs/id/SMD/fm_vasxemu_4900394|ваши@http://llod.jerteh.rs/id/SMD/fm_vasxi_4900395|ваших@http://llod.jerteh.rs/id/SMD/fm_vasxih_4900396|вашим@http://llod.jerteh.rs/id/SMD/fm_vasxim_4900397|вашима@http://llod.jerteh.rs/id/SMD/fm_vasxima_4900398|вашој@http://llod.jerteh.rs/id/SMD/fm_vasxoj_4900399|вашом@http://llod.jerteh.rs/id/SMD/fm_vasxom_4900400|вашу@http://llod.jerteh.rs/id/SMD/fm_vasxu_4900401"
"http://llod.jerteh.rs/id/SMD/le_ali_241150","http://www.lexinfo.net/ontology/2.0/lexinfo#coordinatingConjunction","http://purl.org/olia/olia.owl#CoordinatingConjunction","али","али@http://llod.jerteh.rs/id/SMD/fm_ali_4939062"
"http://llod.jerteh.rs/id/SMD/le_dusxa_30024","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","душа","душа@http://llod.jerteh.rs/id/SMD/fm_dusxa_4514550|душама@http://llod.jerteh.rs/id/SMD/fm_dusxama_4514551|душе@http://llod.jerteh.rs/id/SMD/fm_dusxe_4514552|души@http://llod.jerteh.rs/id/SMD/fm_dusxi_4514553|душо@http://llod.jerteh.rs/id/SMD/fm_dusxo_4514554|душом@http://llod.jerteh.rs/id/SMD/fm_dusxom_4514555|душу@http://llod.jerteh.rs/id/SMD/fm_dusxu_4514556"
"http://llod.jerteh.rs/id/SMD/le_vecye_29843","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","вече","вече@http://llod.jerteh.rs/id/SMD/fm_vecye_4513294|вечера@http://llod.jerteh.rs/id/SMD/fm_vecyera_4513295|вечери@http://llod.jerteh.rs/id/SMD/fm_vecyeri_4513296|вечерима@http://llod.jerteh.rs/id/SMD/fm_vecyerima_4513297|вечером@http://llod.jerteh.rs/id/SMD/fm_vecyerom_4513298|вечеру@http://llod.jerteh.rs/id/SMD/fm_vecyeru_4513299"
"http://llod.jerteh.rs/id/SMD/le_jedan_7232","http://www.lexinfo.net/ontology/2.0/lexinfo#number","http://purl.org/olia/olia.owl#Numeral","један","један@http://llod.jerteh.rs/id/SMD/fm_jedan_4900783|једна@http://llod.jerteh.rs/id/SMD/fm_jedna_4900784|једне@http://llod.jerteh.rs/id/SMD/fm_jedne_4900785|једни@http://llod.jerteh.rs/id/SMD/fm_jedni_4900786|једних@http://llod.jerteh.rs/id/SMD/fm_jednih_4900787|једним@http://llod.jerteh.rs/id/SMD/fm_jednim_4900788|једнима@http://llod.jerteh.rs/id/SMD/fm_jednima_4900789|једно@http://llod.jerteh.rs/id/SMD/fm_jedno_4900790|једног@http://llod.jerteh.rs/id/SMD/fm_jednog_4900791|једнога@http://llod.jerteh.rs/id/SMD/fm_jednoga_4900792|једној@http://llod.jerteh.rs/id/SMD/fm_jednoj_4900793|једном@http://llod.jerteh.rs/id/SMD/fm_jednom_4900794|једноме@http://llod.jerteh.rs/id/SMD/fm_jednome_4900795|једному@http://llod.jerteh.rs/id/SMD/fm_jednomu_4900796|једну@http://llod.jerteh.rs/id/SMD/fm_jednu_4900797"
"http://llod.jerteh.rs/id/SMD/le_sto_19134","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","сто","сто@http://llod.jerteh.rs/id/SMD/fm_sto_4457487|стол@http://llod.jerteh.rs/id/SMD/fm_stol_4457488|стола@http://llod.jerteh.rs/id/SMD/fm_stola_4457489|столе@http://llod.jerteh.rs/id/SMD/fm_stole_4457490|столом@http://llod.jerteh.rs/id/SMD/fm_stolom_4457491|столова@http://llod.jerteh.rs/id/SMD/fm_stolova_4457492|столове@http://llod.jerteh.rs/id/SMD/fm_stolove_4457493|столови@http://llod.jerteh.rs/id/SMD/fm_stolovi_4457494|столовима@http://llod.jerteh.rs/id/SMD/fm_stolovima_4457495|столу@http://llod.jerteh.rs/id/SMD/fm_stolu_4457496"
"http://llod.jerteh.rs/id/SMD/le_udariti_235524","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","ударити","ударе@http://llod.jerteh.rs/id/SMD/fm_udare_4264719|ударен@http://llod.jerteh.rs/id/SMD/fm_udaren_4264720|ударена@http://llod.jerteh.rs/id/SMD/fm_udarena_4264721|ударене@http://llod.jerteh.rs/id/SMD/fm_udarene_4264722|ударени@http://llod.jerteh.rs/id/SMD/fm_udareni_4264723|ударено@http://llod.jerteh.rs/id/SMD/fm_udareno_4264724|удари@http://llod.jerteh.rs/id/SMD/fm_udari_4264725|удариће@http://llod.jerteh.rs/id/SMD/fm_udaricxe_4264726|ударићемо@http://llod.jerteh.rs/id/SMD/fm_udaricxemo_4264727|ударићеш@http://llod.jerteh.rs/id/SMD/fm_udaricxesx_4264728|ударићете@http://llod.jerteh.rs/id/SMD/fm_udaricxete_4264729|ударићу@http://llod.jerteh.rs/id/SMD/fm_udaricxu_4264730|ударих@http://llod.jerteh.rs/id/SMD/fm_udarih_4264731|ударила@http://llod.jerteh.rs/id/SMD/fm_udarila_4264732|удариле@http://llod.jerteh.rs/id/SMD/fm_udarile_4264733|ударили@http://llod.jerteh.rs/id/SMD/fm_udarili_4264734|ударило@http://llod.jerteh.rs/id/SMD/fm_udarilo_4264735|ударим@http://llod.jerteh.rs/id/SMD/fm_udarim_4264736|ударимо@http://llod.jerteh.rs/id/SMD/fm_udarimo_4264737|ударио@http://llod.jerteh.rs/id/SMD/fm_udario_4264738|ударисмо@http://llod.jerteh.rs/id/SMD/fm_udarismo_4264739|ударисте@http://llod.jerteh.rs/id/SMD/fm_udariste_4264740|удариш@http://llod.jerteh.rs/id/SMD/fm_udarisx_4264741|ударише@http://llod.jerteh.rs/id/SMD/fm_udarisxe_4264742|ударите@http://llod.jerteh.rs/id/SMD/fm_udarite_4264743|ударити@http://llod.jerteh.rs/id/SMD/fm_udariti_4264744|ударив@http://llod.jerteh.rs/id/SMD/fm_udariv_4264745|ударивши@http://llod.jerteh.rs/id/SMD/fm_udarivsxi_4264746"
"http://llod.jerteh.rs/id/SMD/le_vino_28465","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","вино","вина@http://llod.jerteh.rs/id/SMD/fm_vina_4505723|винима@http://llod.jerteh.rs/id/SMD/fm_vinima_4505724|вино@http://llod.jerteh.rs/id/SMD/fm_vino_4505725|вином@http://llod.jerteh.rs/id/SMD/fm_vinom_4505726|вину@http://llod.jerteh.rs/id/SMD/fm_vinu_4505727"
"http://llod.jerteh.rs/id/SMD/le_kraj_232115","http://www.lexinfo.net/ontology/2.0/lexinfo#preposition","http://purl.org/olia/olia.owl#Adposition","крај","крај@http://llod.jerteh.rs/id/SMD/fm_kraj_4938819"
"http://llod.jerteh.rs/id/SMD/le_jesam_53601","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#AuxiliaryVerb","јесам","је@http://llod.jerteh.rs/id/SMD/fm_je_3826667|јесам@http://llod.jerteh.rs/id/SMD/fm_jesam_3826668|јеси@http://llod.jerteh.rs/id/SMD/fm_jesi_3826669|јесмо@http://llod.jerteh.rs/id/SMD/fm_jesmo_3826670|јест@http://llod.jerteh.rs/id/SMD/fm_jest_3826671|јесте@http://llod.jerteh.rs/id/SMD/fm_jeste_3826672|јесу@http://llod.jerteh.rs/id/SMD/fm_jesu_3826673|није@http://llod.jerteh.rs/id/SMD/fm_nije_3826674|нијесам@http://llod.jerteh.rs/id/SMD/fm_nijesam_3826675|нијеси@http://llod.jerteh.rs/id/SMD/fm_nijesi_3826676|нијесмо@http://llod.jerteh.rs/id/SMD/fm_nijesmo_3826677|нијесте@http://llod.jerteh.rs/id/SMD/fm_nijeste_3826678|нијесу@http://llod.jerteh.rs/id/SMD/fm_nijesu_3826679|нисам@http://llod.jerteh.rs/id/SMD/fm_nisam_3826680|ниси@http://llod.jerteh.rs/id/SMD/fm_nisi_3826681|нисмо@http://llod.jerteh.rs/id/SMD/fm_nismo_3826682|нисте@http://llod.jerteh.rs/id/SMD/fm_niste_3826683|нису@http://llod.jerteh.rs/id/SMD/fm_nisu_3826684|сам@http://llod.jerteh.rs/id/SMD/fm_sam_3826685|си@http://llod.jerteh.rs/id/SMD/fm_si_3826686|смо@http://llod.jerteh.rs/id/SMD/fm_smo_3826687|сте@http://llod.jerteh.rs/id/SMD/fm_ste_3826688|су@http://llod.jerteh.rs/id/SMD/fm_su_3826689"
"http://llod.jerteh.rs/id/SMD/le_ovamo_93599","http://www.lexinfo.net/ontology/2.0/lexinfo#adverb","http://purl.org/olia/olia.owl#Adverb","овамо","овамо@http://llod.jerteh.rs/id/SMD/fm_ovamo_4901755"
"http://llod.jerteh.rs/id/SMD/le_ostaviti_240970","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","оставити","оставе@http://llod.jerteh.rs/id/SMD/fm_ostave_4288077|остави@http://llod.jerteh.rs/id/SMD/fm_ostavi_4288078|оставиће@http://llod.jerteh.rs/id/SMD/fm_ostavicxe_4288079|оставићемо@http://llod.jerteh.rs/id/SMD/fm_ostavicxemo_4288080|оставићеш@http://llod.jerteh.rs/id/SMD/fm_ostavicxesx_4288081|оставићете@http://llod.jerteh.rs/id/SMD/fm_ostavicxete_4288082|оставићу@http://llod.jerteh.rs/id/SMD/fm_ostavicxu_4288083|оставих@http://llod.jerteh.rs/id/SMD/fm_ostavih_4288084|оставила@http://llod.jerteh.rs/id/SMD/fm_ostavila_4288085|оставиле@http://llod.jerteh.rs/id/SMD/fm_ostavile_4288086|оставили@http://llod.jerteh.rs/id/SMD/fm_ostavili_4288087|оставило@http://llod.jerteh.rs/id/SMD/fm_ostavilo_4288088|оставим@http://llod.jerteh.rs/id/SMD/fm_ostavim_4288089|оставимо@http://llod.jerteh.rs/id/SMD/fm_ostavimo_4288090|оставио@http://llod.jerteh.rs/id/SMD/fm_ostavio_4288091|остависмо@http://llod.jerteh.rs/id/SMD/fm_ostavismo_4288092|остависте@http://llod.jerteh.rs/id/SMD/fm_ostaviste_4288093|оставиш@http://llod.jerteh.rs/id/SMD/fm_ostavisx_4288094|оставише@http://llod.jerteh.rs/id/SMD/fm_ostavisxe_4288095|оставите@http://llod.jerteh.rs/id/SMD/fm_ostavite_4288096|оставити@http://llod.jerteh.rs/id/SMD/fm_ostaviti_4288097|оставив@http://llod.jerteh.rs/id/SMD/fm_ostaviv_4288098|оставивши@http://llod.jerteh.rs/id/SMD/fm_ostavivsxi_4288099|остављен@http://llod.jerteh.rs/id/SMD/fm_ostavlxen_4288100|остављена@http://llod.jerteh.rs/id/SMD/fm_ostavlxena_4288101|остављене@http://llod.jerteh.rs/id/SMD/fm_ostavlxene_4288102|остављени@http://llod.jerteh.rs/id/SMD/fm_ostavlxeni_4288103|остављено@http://llod.jerteh.rs/id/SMD/fm_ostavlxeno_4288104"
"http://llod.jerteh.rs/id/SMD/le_red_18842","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","ред","ред@http://llod.jerteh.rs/id/SMD/fm_red_4454773|реда@http://llod.jerteh.rs/id/SMD/fm_reda_4454774|реде@http://llod.jerteh.rs/id/SMD/fm_rede_4454775|редом@http://llod.jerteh.rs/id/SMD/fm_redom_4454776|редова@http://llod.jerteh.rs/id/SMD/fm_redova_4454777|редове@http://llod.jerteh.rs/id/SMD/fm_redove_4454778|редови@http://llod.jerteh.rs/id/SMD/fm_redovi_4454779|редовима@http://llod.jerteh.rs/id/SMD/fm_redovima_4454780|реду@http://llod.jerteh.rs/id/SMD/fm_redu_4454781"
"http://llod.jerteh.rs/id/SMD/le_s_232206","http://www.lexinfo.net/ontology/2.0/lexinfo#preposition","http://purl.org/olia/olia.owl#Adposition","с","с@http://llod.jerteh.rs/id/SMD/fm_s_4938910"
"http://llod.jerteh.rs/id/SMD/le_pamet_40776","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","памет","памећу@http://llod.jerteh.rs/id/SMD/fm_pamecxu_4586492|памет@http://llod.jerteh.rs/id/SMD/fm_pamet_4586493|памети@http://llod.jerteh.rs/id/SMD/fm_pameti_4586494|паметима@http://llod.jerteh.rs/id/SMD/fm_pametima_4586495"
"http://llod.jerteh.rs/id/SMD/le_preko_232189","http://www.lexinfo.net/ontology/2.0/lexinfo#preposition","http://purl.org/olia/olia.owl#Adposition","преко","преко@http://llod.jerteh.rs/id/SMD/fm_preko_4938893"
"http://llod.jerteh.rs/id/SMD/le_ti_7114","http://www.lexinfo.net/ontology/2.0/lexinfo#pronoun","http://purl.org/olia/olia.owl#Pronoun","ти","те@http://llod.jerteh.rs/id/SMD/fm_te_4899286|тебе@http://llod.jerteh.rs/id/SMD/fm_tebe_4899287|теби@http://llod.jerteh.rs/id/SMD/fm_tebi_4899288|ти@http://llod.jerteh.rs/id/SMD/fm_ti_4899289|тобом@http://llod.jerteh.rs/id/SMD/fm_tobom_4899290"
"http://llod.jerteh.rs/id/SMD/le_hteti_246298","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","хтети","оће@http://llod.jerteh.rs/id/SMD/fm_ocxe_4301319|оћемо@http://llod.jerteh.rs/id/SMD/fm_ocxemo_4301320|оћеш@http://llod.jerteh.rs/id/SMD/fm_ocxesx_4301321|оћете@http://llod.jerteh.rs/id/SMD/fm_ocxete_4301322|оћу@http://llod.jerteh.rs/id/SMD/fm_ocxu_4301323"
"http://llod.jerteh.rs/id/SMD/le_prozor_8743","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","прозор","прозор@http://llod.jerteh.rs/id/SMD/fm_prozor_4378815|прозора@http://llod.jerteh.rs/id/SMD/fm_prozora_4378816|прозоре@http://llod.jerteh.rs/id/SMD/fm_prozore_4378817|прозори@http://llod.jerteh.rs/id/SMD/fm_prozori_4378818|прозорима@http://llod.jerteh.rs/id/SMD/fm_prozorima_4378819|прозором@http://llod.jerteh.rs/id/SMD/fm_prozorom_4378820|прозору@http://llod.jerteh.rs/id/SMD/fm_prozoru_4378821"
"http://llod.jerteh.rs/id/SMD/le_prema_232190","http://www.lexinfo.net/ontology/2.0/lexinfo#preposition","http://purl.org/olia/olia.owl#Adposition","према","према@http://llod.jerteh.rs/id/SMD/fm_prema_4938894"
"http://llod.jerteh.rs/id/SMD/le_dete_29684","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","дете","дете@http://llod.jerteh.rs/id/SMD/fm_dete_4512396|детета@http://llod.jerteh.rs/id/SMD/fm_deteta_4512397|дететом@http://llod.jerteh.rs/id/SMD/fm_detetom_4512398|детету@http://llod.jerteh.rs/id/SMD/fm_detetu_4512399"
"http://llod.jerteh.rs/id/SMD/le_cyim_241154","http://www.lexinfo.net/ontology/2.0/lexinfo#subordinatingConjunction","http://purl.org/olia/olia.owl#SubordinatingConjunction","чим","чим@http://llod.jerteh.rs/id/SMD/fm_cyim_4939066"
"http://llod.jerteh.rs/id/SMD/le_vratiti_63772","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","вратити","враћен@http://llod.jerteh.rs/id/SMD/fm_vracxen_4123512|враћена@http://llod.jerteh.rs/id/SMD/fm_vracxena_4123513|враћене@http://llod.jerteh.rs/id/SMD/fm_vracxene_4123514|враћени@http://llod.jerteh.rs/id/SMD/fm_vracxeni_4123515|враћено@http://llod.jerteh.rs/id/SMD/fm_vracxeno_4123516|врате@http://llod.jerteh.rs/id/SMD/fm_vrate_4123517|врати@http://llod.jerteh.rs/id/SMD/fm_vrati_4123518|вратиће@http://llod.jerteh.rs/id/SMD/fm_vraticxe_4123519|вратићемо@http://llod.jerteh.rs/id/SMD/fm_vraticxemo_4123520|вратићеш@http://llod.jerteh.rs/id/SMD/fm_vraticxesx_4123521|вратићете@http://llod.jerteh.rs/id/SMD/fm_vraticxete_4123522|вратићу@http://llod.jerteh.rs/id/SMD/fm_vraticxu_4123523|вратих@http://llod.jerteh.rs/id/SMD/fm_vratih_4123524|вратила@http://llod.jerteh.rs/id/SMD/fm_vratila_4123525|вратиле@http://llod.jerteh.rs/id/SMD/fm_vratile_4123526|вратили@http://llod.jerteh.rs/id/SMD/fm_vratili_4123527|вратило@http://llod.jerteh.rs/id/SMD/fm_vratilo_4123528|вратим@http://llod.jerteh.rs/id/SMD/fm_vratim_4123529|вратимо@http://llod.jerteh.rs/id/SMD/fm_vratimo_4123530|вратио@http://llod.jerteh.rs/id/SMD/fm_vratio_4123531|вратисмо@http://llod.jerteh.rs/id/SMD/fm_vratismo_4123532|вратисте@http://llod.jerteh.rs/id/SMD/fm_vratiste_4123533|вратиш@http://llod.jerteh.rs/id/SMD/fm_vratisx_4123534|вратише@http://llod.jerteh.rs/id/SMD/fm_vratisxe_4123535|вратите@http://llod.jerteh.rs/id/SMD/fm_vratite_4123536|вратити@http://llod.jerteh.rs/id/SMD/fm_vratiti_4123537|вратив@http://llod.jerteh.rs/id/SMD/fm_vrativ_4123538|вративши@http://llod.jerteh.rs/id/SMD/fm_vrativsxi_4123539"
"http://llod.jerteh.rs/id/SMD/le_stignuti_235522","http://www.lexinfo.net/ontology/2.0/lexinfo#verb","http://purl.org/olia/olia.owl#Verb","стигнути","стићи@http://llod.jerteh.rs/id/SMD/fm_sticxi_4264636|стигао@http://llod.jerteh.rs/id/SMD/fm_stigao_4264637|стигав@http://llod.jerteh.rs/id/SMD/fm_stigav_4264638|стигавши@http://llod.jerteh.rs/id/SMD/fm_stigavsxi_4264639|стигла@http://llod.jerteh.rs/id/SMD/fm_stigla_4264640|стигле@http://llod.jerteh.rs/id/SMD/fm_stigle_4264641|стигли@http://llod.jerteh.rs/id/SMD/fm_stigli_4264642|стигло@http://llod.jerteh.rs/id/SMD/fm_stiglo_4264643|стигне@http://llod.jerteh.rs/id/SMD/fm_stigne_4264644|стигнем@http://llod.jerteh.rs/id/SMD/fm_stignem_4264645|стигнемо@http://llod.jerteh.rs/id/SMD/fm_stignemo_4264646|стигнеш@http://llod.jerteh.rs/id/SMD/fm_stignesx_4264647|стигнете@http://llod.jerteh.rs/id/SMD/fm_stignete_4264648|стигни@http://llod.jerteh.rs/id/SMD/fm_stigni_4264649|стигнимо@http://llod.jerteh.rs/id/SMD/fm_stignimo_4264650|стигните@http://llod.jerteh.rs/id/SMD/fm_stignite_4264651|стигну@http://llod.jerteh.rs/id/SMD/fm_stignu_4264652|стигнуће@http://llod.jerteh.rs/id/SMD/fm_stignucxe_4264653|стигнућемо@http://llod.jerteh.rs/id/SMD/fm_stignucxemo_4264654|стигнућеш@http://llod.jerteh.rs/id/SMD/fm_stignucxesx_4264655|стигнућете@http://llod.jerteh.rs/id/SMD/fm_stignucxete_4264656|стигнућу@http://llod.jerteh.rs/id/SMD/fm_stignucxu_4264657|стигнух@http://llod.jerteh.rs/id/SMD/fm_stignuh_4264658|стигнула@http://llod.jerteh.rs/id/SMD/fm_stignula_4264659|стигнуле@http://llod.jerteh.rs/id/SMD/fm_stignule_4264660|стигнули@http://llod.jerteh.rs/id/SMD/fm_stignuli_4264661|стигнуло@http://llod.jerteh.rs/id/SMD/fm_stignulo_4264662|стигнуо@http://llod.jerteh.rs/id/SMD/fm_stignuo_4264663|стигнусмо@http://llod.jerteh.rs/id/SMD/fm_stignusmo_4264664|стигнусте@http://llod.jerteh.rs/id/SMD/fm_stignuste_4264665|стигнуше@http://llod.jerteh.rs/id/SMD/fm_stignusxe_4264666|стигнут@http://llod.jerteh.rs/id/SMD/fm_stignut_4264667|стигнута@http://llod.jerteh.rs/id/SMD/fm_stignuta_4264668|стигнуте@http://llod.jerteh.rs/id/SMD/fm_stignute_4264669|стигнути@http://llod.jerteh.rs/id/SMD/fm_stignuti_4264670|стигнуто@http://llod.jerteh.rs/id/SMD/fm_stignuto_4264671|стигнув@http://llod.jerteh.rs/id/SMD/fm_stignuv_4264672|стигнувши@http://llod.jerteh.rs/id/SMD/fm_stignuvsxi_4264673|стигох@http://llod.jerteh.rs/id/SMD/fm_stigoh_4264674|стигосмо@http://llod.jerteh.rs/id/SMD/fm_stigosmo_4264675|стигосте@http://llod.jerteh.rs/id/SMD/fm_stigoste_4264676|стигоше@http://llod.jerteh.rs/id/SMD/fm_stigosxe_4264677|стиже@http://llod.jerteh.rs/id/SMD/fm_stizxe_4264678"
"http://llod.jerteh.rs/id/SMD/le_brzo_93129","http://www.lexinfo.net/ontology/2.0/lexinfo#adverb","http://purl.org/olia/olia.owl#Adverb","брзо","брзо@http://llod.jerteh.rs/id/SMD/fm_brzo_4901285"
"http://llod.jerteh.rs/id/SMD/le_grad_11205","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","град","град@http://llod.jerteh.rs/id/SMD/fm_grad_4396001|града@http://llod.jerteh.rs/id/SMD/fm_grada_4396002|граде@http://llod.jerteh.rs/id/SMD/fm_grade_4396003|гради@http://llod.jerteh.rs/id/SMD/fm_gradi_4396004|градима@http://llod.jerteh.rs/id/SMD/fm_gradima_4396005|градом@http://llod.jerteh.rs/id/SMD/fm_gradom_4396006|граду@http://llod.jerteh.rs/id/SMD/fm_gradu_4396007"
"http://llod.jerteh.rs/id/SMD/le_Turcyin_100621","http://www.lexinfo.net/ontology/2.0/lexinfo#ProperNoun","http://purl.org/olia/olia.owl#ProperNoun","Турчин","Турака@http://llod.jerteh.rs/id/SMD/fm_Turaka_4657181|Турци@http://llod.jerteh.rs/id/SMD/fm_Turci_4657182|Турцима@http://llod.jerteh.rs/id/SMD/fm_Turcima_4657183|Турчин@http://llod.jerteh.rs/id/SMD/fm_Turcyin_4657184|Турчина@http://llod.jerteh.rs/id/SMD/fm_Turcyina_4657185|Турчине@http://llod.jerteh.rs/id/SMD/fm_Turcyine_4657186|Турчином@http://llod.jerteh.rs/id/SMD/fm_Turcyinom_4657187|Турчину@http://llod.jerteh.rs/id/SMD/fm_Turcyinu_4657188|Турке@http://llod.jerteh.rs/id/SMD/fm_Turke_4657189"
"http://llod.jerteh.rs/id/SMD/le_deca_36459","http://www.lexinfo.net/ontology/2.0/lexinfo#commonNoun","http://purl.org/olia/olia.owl#CommonNoun","деца","деца@http://llod.jerteh.rs/id/SMD/fm_deca_4559891|деце@http://llod.jerteh.rs/id/SMD/fm_dece_4559892|деци@http://llod.jerteh.rs/id/SMD/fm_deci_4559893|децо@http://llod.jerteh.rs/id/SMD/fm_deco_4559894|децом@http://llod.jerteh.rs/id/SMD/fm_decom_4559895|децу@http://llod.jerteh.rs/id/SMD/fm_decu_4559896"
